model,target,fold_id,n_samples,mae,rmse,r2,directional_accuracy,hit_rate,pearson,spearman
rf,y_GLD,3,34,0.007549162451352372,0.009431803531411235,-0.01256657716786358,0.47058823529411764,0.47058823529411764,0.04064443370710436,-0.008403361344537815
rf,y_GLD,4,32,0.00823403889054898,0.010824279653261831,-0.10388661705073599,0.46875,0.46875,-0.1592594932555648,-0.09347507331378298
rf,y_GLD,5,28,0.006554120856957188,0.008137717782533685,-0.00043378831061913203,0.5714285714285714,0.5714285714285714,0.13148301310692523,0.24466338259441706
rf,y_GLD,6,29,0.007076020390909798,0.008596256015004827,-0.10579205015594906,0.5862068965517241,0.5862068965517241,-0.14102561299802321,-0.044334975369458116
rf,y_GLD,7,30,0.005886680758623578,0.007243739814494437,0.02100611130761565,0.43333333333333335,0.43333333333333335,0.15475765121354204,0.10389321468298107
rf,y_GLD,8,34,0.006049157932680728,0.008043263771915806,-0.0826480581169966,0.5294117647058824,0.5294117647058824,-0.0824951048454364,-0.13552330022918258
rf,y_GLD,9,35,0.008456147100701146,0.011747424496636578,-0.05751779311450611,0.4857142857142857,0.4857142857142857,0.028162294005614638,0.06274509803921569
rf,y_GLD,10,35,0.01101200446305378,0.014305320830312801,-0.09095600811719073,0.45714285714285713,0.45714285714285713,-0.1580596060756951,-0.21792717086834737
rf,y_GLD,11,35,0.013882971616994986,0.016513879519465244,-0.04514440501242545,0.42857142857142855,0.42857142857142855,-0.12524598098302142,-0.14817927170868347
rf,y_GLD,12,34,0.01225460579730252,0.014517957929615846,-0.04881496945774777,0.47058823529411764,0.47058823529411764,-0.11648694214472184,-0.16638655462184873
rf,y_GLD,13,35,0.009778098153391415,0.011778645899128736,-0.049844446943051235,0.4857142857142857,0.4857142857142857,-0.05198569754863157,-0.0638655462184874
rf,y_GLD,14,34,0.0069153032195073474,0.008420893330926715,-0.04711181593680269,0.5588235294117647,0.5588235294117647,-0.032742663382336376,0.014514896867838044
rf,y_GLD,15,34,0.006568000096270431,0.007953413161998548,-0.048433286941578,0.5588235294117647,0.5588235294117647,0.003453186581611175,0.02215431627196333
rf,y_GLD,16,33,0.006203169121104639,0.007681634644614975,-0.08802298086360238,0.48484848484848486,0.48484848484848486,-0.04933773777250305,-0.039104278074866314
